terms,label,EuropaCode
estimating resource needs,calculating and estimating,S2.4
estimating resource needs,determining values of goods or services,S2.6
estimating resource needs,performing calculations,S2.6
estimating resource needs,calculate dividends,S2.6
estimating resource needs,calculate wages,S2.6
estimating resource needs,estimate consumption of water,S2.6
estimating resource needs,estimate restoration costs,S2.6
estimating resource needs,estimate value of used goods,S2.6
estimating resource needs,estimating resource needs,S2.6
estimating resource needs,forecast production quantities,S2.6
evaluate environmental impact of personal behaviour,adopt an ecological attitude,S2.6
evaluate environmental impact of personal behaviour,adopt an environmental friendly attitude,T6.2
evaluate environmental impact of personal behaviour,apply ethical and sustainable thinking,T6.2
evaluate environmental impact of personal behaviour,consider the impact of your actions on the environment,T6.2
evaluate environmental impact of personal behaviour,demonstrate sensitivity for environmental issues,T6.2
evaluate environmental impact of personal behaviour,evaluate environmental impact of personal behaviour,T6.2
evaluate environmental impact of personal behaviour,sustainable use of resources,T6.2
evaluate environmental impact of personal behaviour,sustainable and efficient resource usage,T6.2
"evaluating systems, programmes, equipment and products",analysing and evaluating information and data,T6.2
"evaluating systems, programmes, equipment and products",analysing business operations,S2.7
"evaluating systems, programmes, equipment and products",analysing financial and economic data,S2.7
"evaluating systems, programmes, equipment and products",analysing scientific and medical data,S2.7
"evaluating systems, programmes, equipment and products",assessing land or real estate,S2.7
"evaluating systems, programmes, equipment and products","evaluating systems, programmes, equipment and products",S2.7
"evaluating systems, programmes, equipment and products",performing risk analysis and management,S2.7
"evaluating systems, programmes, equipment and products",analyse environmental data,S2.7
"evaluating systems, programmes, equipment and products",apply risk management processes,S2.7
"evaluating systems, programmes, equipment and products",conduct environmental site assessments,S2.7
"evaluating systems, programmes, equipment and products",conduct feasibility studies,S2.7
"evaluating systems, programmes, equipment and products",consult credit scores,S2.7
"evaluating systems, programmes, equipment and products",draw up risk assessment,S2.7
"evaluating systems, programmes, equipment and products",evaluate education programmes,S2.7
"evaluating systems, programmes, equipment and products",evaluate nursing care,S2.7
"evaluating systems, programmes, equipment and products",execute ict audits,S2.7
"evaluating systems, programmes, equipment and products",forecast economic trends,S2.7
"evaluating systems, programmes, equipment and products",interpret haematological test results,S2.7
"evaluating systems, programmes, equipment and products",operations analysis,S2.7
"evaluating systems, programmes, equipment and products",perform business analysis,S2.7
"evaluating systems, programmes, equipment and products",prepare financial projections,S2.7
"evaluating systems, programmes, equipment and products",survey sites for pipeline installation,S2.7
"evaluating systems, programmes, equipment and products",value properties,S2.7
exercise rights and responsibilities,be aware of legal rights,S2.7
exercise rights and responsibilities,demonstrate interest in current events,T6.3
exercise rights and responsibilities,exercise constitutional rights,T6.3
exercise rights and responsibilities,exercise legal rights,T6.3
exercise rights and responsibilities,participate in democratic decision-making,T6.3
exercise rights and responsibilities,exercise rights and responsibilities,T6.3
exercise self-reflection,assess the impact of your professional development,T6.3
exercise self-reflection,be able to engage in self-reflection,T3.4
exercise self-reflection,conduct self-assessment,T3.4
exercise self-reflection,do self-assessment,T3.4
exercise self-reflection,estimate the impact of your professional development,T3.4
exercise self-reflection,evaluate professional development impact,T3.4
exercise self-reflection,evaluate the impact of your professional development,T3.4
exercise self-reflection,examine the impact of your professional development,T3.4
exercise self-reflection,gauge the impact of your professional development,T3.4
exercise self-reflection,monitor the impact of your professional development,T3.4
exercise self-reflection,perform self-assessment,T3.4
exercise self-reflection,perform self-evaluation,T3.4
exercise self-reflection,reflect on practice,T3.4
exercise self-reflection,self-assess,T3.4
exercise self-reflection,self-evaluate,T3.4
exercise self-reflection,exercise self-reflection,T3.4
express yourself creatively,dance,T3.4
express yourself creatively,demonstrate sense of rhythm,T6.4
express yourself creatively,draw,T6.4
express yourself creatively,engage in artistic self-expression,T6.4
express yourself creatively,express ideas experiences and emotions creatively,T6.4
express yourself creatively,paint,T6.4
express yourself creatively,play instruments,T6.4
express yourself creatively,sing,T6.4
express yourself creatively,express yourself creatively,T6.4
fabricating tobacco products,assembling and fabricating products,T6.4
fabricating tobacco products,assembling electrical and electronic products,S6.5
fabricating tobacco products,assembling furniture,S6.5
fabricating tobacco products,assembling mechanical products,S6.5
fabricating tobacco products,fabricating food and related products,S6.5
fabricating tobacco products,fabricating garments and textile products,S6.5
fabricating tobacco products,fabricating medical and prosthetic devices,S6.5
